,Unnamed: 0.34,Unnamed: 0.33,Unnamed: 0.32,Unnamed: 0.31,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,2020-06-24,Wed,Premier League,Matchweek 31,Home,W 1–0,Wolves,Bournemouth,Y,CM,90,0,0,0,0,3.0,0.0,1,0,64.0,0.0,0.0,3.0,0.1,0.1,0.0,2.0,0.0,40.0,56.0,71.4,4.0,36.0,1.0,0.0,0.0,/en/matches/4f61e5af/Wolverhampton-Wanderers-Bournemouth-June-24-2020-Premier-League,1.0,0.6666666666666666,0.5
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,2020-06-27,Sat,Premier League,Matchweek 32,Away,W 1–0,Wolves,Aston Villa,Y,CM,90,0,0,0,0,0.0,0.0,1,0,68.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,52.0,65.0,80.0,5.0,41.0,0.0,0.0,0.0,/en/matches/b4483d72/Aston-Villa-Wolverhampton-Wanderers-June-27-2020-Premier-League,1.0,0.8333333333333334,0.5
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2020-07-04,Sat,Premier League,Matchweek 33,Home,L 0–2,Wolves,Arsenal,Y,CM,90,0,0,0,0,2.0,0.0,0,0,91.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,72.0,82.0,87.8,4.0,42.0,1.0,0.0,0.0,/en/matches/df13ee5b/Wolverhampton-Wanderers-Arsenal-July-4-2020-Premier-League,0.0,1.0,0.5
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,2020-07-08,Wed,Premier League,Matchweek 34,Away,L 0–1,Wolves,Sheffield Utd,Y,CM,90,0,0,0,0,4.0,1.0,0,0,85.0,2.0,2.0,2.0,0.2,0.2,0.0,0.0,0.0,55.0,67.0,82.1,3.0,36.0,1.0,0.0,0.0,/en/matches/f898c8ea/Sheffield-United-Wolverhampton-Wanderers-July-8-2020-Premier-League,0.0,0.6666666666666666,0.5
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,2020-07-12,Sun,Premier League,Matchweek 35,Home,W 3–0,Wolves,Everton,Y,CM,90,0,1,0,0,2.0,0.0,0,0,103.0,5.0,3.0,2.0,0.1,0.1,0.8,5.0,1.0,82.0,93.0,88.2,9.0,60.0,0.0,0.0,0.0,/en/matches/476e8583/Wolverhampton-Wanderers-Everton-July-12-2020-Premier-League,1.0,0.3333333333333333,0.5
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,2020-07-15,Wed,Premier League,Matchweek 36,Away,D 1–1,Wolves,Burnley,Y,CM,90,0,0,0,0,2.0,1.0,0,0,69.0,1.0,1.0,1.0,0.1,0.1,0.1,5.0,0.0,49.0,62.0,79.0,9.0,38.0,0.0,1.0,1.0,/en/matches/a7c5d31f/Burnley-Wolverhampton-Wanderers-July-15-2020-Premier-League,0.5,0.3333333333333333,0.5
54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,2020-07-20,Mon,Premier League,Matchweek 37,Home,W 2–0,Wolves,Crystal Palace,Y,CM,90,0,0,0,0,0.0,0.0,0,0,78.0,4.0,3.0,1.0,0.0,0.0,0.1,2.0,0.0,56.0,69.0,81.2,7.0,30.0,0.0,1.0,0.0,/en/matches/70598e52/Wolverhampton-Wanderers-Crystal-Palace-July-20-2020-Premier-League,1.0,0.5,0.5
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,2020-07-26,Sun,Premier League,Matchweek 38,Away,L 0–2,Wolves,Chelsea,Y,CM,58,0,0,0,0,2.0,0.0,0,0,45.0,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.0,32.0,37.0,86.5,3.0,18.0,0.0,0.0,0.0,/en/matches/9cca4ba0/Chelsea-Wolverhampton-Wanderers-July-26-2020-Premier-League,0.0,0.8333333333333334,0.5
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,2020-08-06,Thu,Europa Lg,Round of 16,Home,W 1–0,eng Wolves,gr Olympiacos,Y,CM,90,0,0,0,0,4.0,1.0,0,0,43.0,0.0,2.0,2.0,0.2,0.2,0.1,3.0,0.0,29.0,34.0,85.3,5.0,25.0,1.0,0.0,0.0,/en/matches/6681ecf6/Wolverhampton-Wanderers-Olympiacos-August-6-2020-Europa-League,1.0,0.5,0.5
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,2020-08-11,Tue,Europa Lg,Quarter-finals,Home,L 0–1,eng Wolves,es Sevilla,Y,CM,90,0,0,0,0,1.0,0.0,1,0,37.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0,30.0,60.0,1.0,19.0,0.0,0.0,0.0,/en/matches/8562188e/Wolverhampton-Wanderers-Sevilla-August-11-2020-Europa-League,0.0,0.6666666666666666,0.5
